Index,ProblemSize,Threads,Operation,AvgSqTime,AvgParTime,AvgSpeedup
425,140764,50,2,0.133805,0.042634000000000005,4.6644645
426,143436,8,2,0.136192,0.0212545,6.4084015
427,143576,25,2,0.1360165,0.017698,7.685753500000001
428,143879,31,2,0.1367315,0.017525,7.8267415
429,144869,64,2,0.1388675,0.5272844999999999,0.2649045
430,146338,44,2,0.13879550000000002,0.016909,8.2182315
431,147642,39,2,0.13976349999999998,0.016478,8.482787
432,154150,52,2,0.146333,0.018214,8.034062500000001
433,155042,3,2,0.1481805,0.0516655,2.86807
434,159320,17,2,0.15200550000000002,0.023411,6.4930769999999995
435,160773,60,2,0.15355950000000002,0.048777999999999995,4.323374
436,162368,31,2,0.154376,0.018105,8.526731
437,163061,40,2,0.155363,0.017913,8.677384
438,163293,28,2,0.1552065,0.0190115,8.1658815
439,163817,2,2,0.15603650000000002,0.0813875,1.9172715
440,169486,40,2,0.1615205,0.0179835,8.9821335
441,171258,42,2,0.1634935,0.018715500000000003,8.743841
442,172817,58,2,0.164416,0.020987,7.8354805
443,173257,48,2,0.16484500000000002,0.0193375,8.524521499999999
444,174058,27,2,0.165719,0.020084499999999998,8.251894499999999
445,178435,43,2,0.16998449999999998,0.019595,8.675046
446,180554,17,2,0.172065,0.025966,6.6265915
447,183499,38,2,0.174805,0.019182499999999998,9.1136205
448,184595,30,2,0.175867,0.020399,8.623122
449,188379,59,2,0.179643,0.039968500000000004,4.5014225
450,192026,52,2,0.1834825,0.02169,8.506108000000001
451,193615,11,2,0.1863375,0.028263999999999997,6.915729000000001
452,199431,51,2,0.190118,0.022397,8.5223455
453,201779,21,2,0.192955,0.030785,6.46828
454,203011,23,2,0.193493,0.024023000000000003,8.0545305
455,204948,37,2,0.1952805,0.0204255,9.560766999999998
456,205204,34,2,0.198058,0.0209015,9.4762235
457,207925,45,2,0.21509099999999998,0.0210925,10.1812065
458,208028,31,2,0.19803199999999999,0.0216615,9.142057999999999
459,209090,33,2,0.19949250000000002,0.021678,9.206571
460,209982,38,2,0.200072,0.020833,9.6043395
461,212528,42,2,0.208451,0.021401,9.74567
462,218484,27,2,0.208602,0.025295,8.270023
463,220431,35,2,0.20998299999999998,0.0218775,9.5981885
464,224772,10,2,0.214143,0.027354999999999997,7.8285215
465,227174,10,2,0.2371305,0.0276395,8.5728305
466,228536,48,2,0.217963,0.0211315,10.3149455
467,237675,2,2,0.22637849999999998,0.117311,1.9297369999999998
468,239977,35,2,0.247274,0.02323,10.639807000000001
469,247353,35,2,0.2363085,0.023634500000000003,9.999213000000001
470,248208,18,2,0.23668,0.032741,7.2289365
471,253350,5,2,0.2410065,0.0533,4.5217895
472,255693,31,2,0.2440855,0.0262325,9.314479
473,259737,33,2,0.24729800000000002,0.0251775,9.822173
474,260429,13,2,0.2483145,0.04059,6.157443499999999
